name,year,county,time,pop,seed,sheep,lynx,lynx1,wolf,wolf1,popst,red,north,east,north2,east2
Orebro,86,11,59,19.5,13684,3500,0,0,0,0,"182,513",64.5,499,254,2490,645
Soderml,86,12,59,22.7,19703,5964,0,0,0,0,"150,032",118.7,463,361,2144,1303
Skara,86,13,59,30.8,40736,8488,0,0,0,0,"253,467",160.3,382,170,1459,289
Alvsb,86,14,59,22.8,20761,6685,0.161,0.161,0,0,"282,335",91.6,352,101,1239,102
Goteborg,86,15,59,52.8,23993,7012,0.188,0,0,0,"281,001",90.6,381,44,1452,19
Ostergl,86,16,59,23,19653,6039,0,0.086,0,0,"267,842",93.1,375,302,1406,912
Kalmar,86,17,59,20.6,13961,9037,0,0,0,0,"240,507",110.6,237,323,562,1043
Jonk,86,18,59,18.4,15680,9412,0,0,0,0,"197,392",95.5,269,217,724,471
Halland,86,19,59,23.9,25581,9637,0,0,0.175,0,"136,973",63.3,208,107,433,114
Kronob,86,20,59,17.7,13344,8037,0,0,0,0,"166,881",89.4,184,224,339,502
Kristian,86,21,59,35.9,32060,11112,0,0,0,0,"226,787",105.9,103,170,106,289
Blek,86,22,59,45.8,24129,9843,0,0,0,0,"140,071",74,120,263,144,692
Malmo,86,23,59,70.9,63015,17026,0,0,0,0,"358,178",123.1,58,136,34,185
Norrb,87,1,60,0.9,397,374,0,0,0.33,0.198,"96,241",3.6,1439,513,20707,2632
Vasterb,87,2,60,1.9,531,895,0.017,0,0,0,"113,541",6.3,1179,415,13900,1722
Jamt,87,3,60,1.7,418,1785,0.018,0.074,0.259,0.018,"93,091",8.9,976,222,9526,493
Vastern,87,4,60,8,2059,3312,0,0,0,0,"184,884",24.6,962,387,9254,1498
Gavle,87,5,60,9.7,3012,3618,0,0,0,0,"191,223",41.8,756,336,5715,1129
Koppar,87,6,60,6.4,3358,3115,0.164,0.099,0,0,"194,291",21.1,696,221,4844,488
Varm,87,7,60,13.4,8546,3833,0.155,0.155,0,0,"259,958",31.5,564,140,3181,196
Upps,87,8,60,16.2,16334,4440,0.139,0.139,0,0,"116,406",118.2,588,422,3457,1781
Vastml,87,9,60,20,17791,3832,0,0.302,0,0,"132,056",107.2,557,337,3102,1136
Stock,87,10,60,53.7,19225,6398,0,0,0,0,"364,529",75.7,519,453,2694,2052
Orebro,87,11,60,19.5,13981,3263,0,0,0,0,"182,513",74.1,499,254,2490,645
Soderml,87,12,60,22.7,19481,5924,0,0,0,0,"150,032",123.5,463,361,2144,1303
Skara,87,13,60,30.8,40434,8065,0,0,0,0,"253,467",137.1,382,170,1459,289
Alvsb,87,14,60,22.8,20761,5936,0.242,0.161,0,0,"282,335",69.3,352,101,1239,102
Goteborg,87,15,60,52.8,25889,4168,0.188,0.188,0,0,"281,001",166.5,381,44,1452,19
Ostergl,87,16,60,23,19944,5916,0,0,0,0,"267,842",101.2,375,302,1406,912
Kalmar,87,17,60,20.6,15183,8914,0,0,0,0,"240,507",81.8,237,323,562,1043
Jonk,87,18,60,18.4,15739,9460,0,0,0,0,"197,392",71.2,269,217,724,471
Halland,87,19,60,23.9,25568,9584,0.175,0,0,0.175,"136,973",73.6,208,107,433,114
Kronob,87,20,60,17.7,13738,7635,0,0,0,0,"166,881",102,184,224,339,502
Kristian,87,21,60,35.9,32510,11290,0,0,0,0,"226,787",114,103,170,106,289
Blek,87,22,60,45.8,24552,9538,0,0,0,0,"140,071",123.1,120,263,144,692
Malmo,87,23,60,70.9,64882,16517,0,0,0,0,"358,178",112.3,58,136,34,185
Norrb,88,1,61,1,370,284,0,0,0.16,0.33,"104,783",5.2,1439,513,20707,2632
Vasterb,88,2,61,2.1,530,789,0.017,0.017,0,0,"122,784",7,1179,415,13900,1722
Jamt,88,3,61,1.9,421,1825,0.148,0.018,0.129,0.259,"100,455",9.7,976,222,9526,493
Vastern,88,4,61,9,2057,2717,0,0,0,0,"208,763",17.4,962,387,9254,1498
Gavle,88,5,61,10.5,3118,3583,0,0,0,0,"206,924",54.8,756,336,5715,1129
Koppar,88,6,61,6.5,3421,2931,0.132,0.164,0,0,"197,449",22.3,696,221,4844,488
Varm,88,7,61,13.1,8546,3873,0.052,0.155,0,0,"253,326",35.7,564,140,3181,196
Upps,88,8,61,16.8,16707,4451,0,0.139,0,0,"121,091",116.2,588,422,3457,1781
Vastml,88,9,61,20.8,17791,3828,0,0,0,0,"137,453",40.5,557,337,3102,1136
Stock,88,10,61,58.8,19138,6341,0,0,0,0,"399,169",73.2,519,453,2694,2052
Orebro,88,11,61,19.5,14194,3454,0,0,0,0,"182,557",68.1,499,254,2490,645
Soderml,88,12,61,23.5,19777,5796,0,0,0,0,"154,991",119.3,463,361,2144,1303
Skara,88,13,61,30.1,44574,8157,0,0,0,0,"247,074",108.6,382,170,1459,289
Alvsb,88,14,61,22.3,20900,5706,0.081,0.242,0,0,"275,780",62.7,352,101,1239,102
Goteborg,88,15,61,56,25439,4052,1.128,0.188,0,0,"297,824",151.5,381,44,1452,19
Ostergl,88,16,61,22.9,20383,6162,0,0,0,0,"266,619",117.8,375,302,1406,912
Kalmar,88,17,61,19.9,15282,8955,0,0,0,0,"232,847",81.3,237,323,562,1043
Jonk,88,18,61,18.1,16853,9816,0,0,0,0,"193,704",58.8,269,217,724,471
Halland,88,19,61,23.8,25529,9428,0,0.175,0,0,"136,106",16.6,208,107,433,114
Kronob,88,20,61,17.1,14025,7841,0,0,0,0,"160,835",79,184,224,339,502
Kristian,88,21,61,35.1,31918,11122,0,0,0,0,"221,691",103.4,103,170,106,289
Blek,88,22,61,46.7,26306,8579,0,0,0,0,"142,602",49.4,120,263,144,692
Malmo,88,23,61,73,65099,16410,0,0,0,0,"368,817",101.6,58,136,34,185
Norrb,89,1,62,1,357,326,0,0,0.104,0.16,"104,783",4.4,1439,513,20707,2632
Vasterb,89,2,62,2.1,563,744,0.017,0.017,0,0,"122,784",7.7,1179,415,13900,1722
Jamt,89,3,62,1.9,356,1729,0.092,0.148,0.185,0.129,"100,455",8.2,976,222,9526,493
Vastern,89,4,62,9,2073,2854,0.043,0,0,0,"208,763",15.6,962,387,9254,1498
Gavle,89,5,62,10.5,3230,3648,0,0,0,0,"206,924",28.6,756,336,5715,1129
Koppar,89,6,62,6.5,3401,2668,0.263,0.132,0.033,0,"197,449",12.3,696,221,4844,488
Varm,89,7,62,13.1,8556,4168,0.052,0.052,0,0,"253,326",18.4,564,140,3181,196
Upps,89,8,62,16.8,17126,6856,0,0,0,0,"121,091",108,588,422,3457,1781
Vastml,89,9,62,20.8,17907,3828,0,0,0,0,"137,453",106.3,557,337,3102,1136
Stock,89,10,62,58.8,19294,6314,0,0,0,0,"399,169",80.4,519,453,2694,2052
Orebro,89,11,62,19.5,14576,3477,0,0,0,0,"182,557",62.2,499,254,2490,645
Soderml,89,12,62,23.5,22929,5708,0,0,0,0,"154,991",129.1,463,361,2144,1303
Skara,89,13,62,30.1,44992,8009,0,0,0,0,"247,074",103.2,382,170,1459,289
Alvsb,89,14,62,22.3,20195,5461,0.081,0.081,0,0,"275,780",44.1,352,101,1239,102
Goteborg,89,15,62,56,24681,3403,0,1.128,0,0,"297,824",130.8,381,44,1452,19
Ostergl,89,16,62,22.9,20506,6161,0,0,0,0,"266,619",84.8,375,302,1406,912
Kalmar,89,17,62,19.9,15363,7891,0,0,0,0,"232,847",60,237,323,562,1043
Jonk,89,18,62,18.1,17297,10109,0,0,0,0,"193,704",44.2,269,217,724,471
Halland,89,19,62,23.8,23203,8256,0.175,0,0,0,"136,106",62.8,208,107,433,114
Kronob,89,20,62,17.1,14047,7788,0,0,0,0,"160,835",77.5,184,224,339,502
Kristian,89,21,62,35.1,31737,11281,0,0,0,0,"221,691",106.9,103,170,106,289
Blek,89,22,62,46.7,26078,8261,0,0,0,0,"142,602",72,120,263,144,692
Malmo,89,23,62,73,65414,15014,0,0,0,0,"368,817",103.5,58,136,34,185
Norrb,90,1,63,1,331,315,0,0,0.208,0.104,"104,783",6.1,1439,513,20707,2632
Vasterb,90,2,63,2.1,598,743,0,0.017,0.034,0,"122,784",5.9,1179,415,13900,1722
Jamt,90,3,63,1.9,369,1672,0.24,0.092,0.037,0.185,"100,455",7.8,976,222,9526,493
Vastern,90,4,63,9,2384,3013,0,0.043,0,0,"208,763",16.1,962,387,9254,1498
Gavle,90,5,63,10.5,3251,3831,0.152,0,0,0,"206,924",22.6,756,336,5715,1129
Koppar,90,6,63,6.5,3447,2799,0.066,0.263,0,0.033,"197,449",12.9,696,221,4844,488
Varm,90,7,63,13.1,8543,4214,0.155,0.052,0,0,"253,326",23.8,564,140,3181,196
Upps,90,8,63,16.8,17162,6855,0,0,0,0,"121,091",109.4,588,422,3457,1781
Vastml,90,9,63,20.8,17789,3828,0,0,0,0,"137,453",95.9,557,337,3102,1136
Stock,90,10,63,58.8,19215,6315,0,0,0,0,"399,169",92.4,519,453,2694,2052
Orebro,90,11,63,19.5,14540,3574,0,0,0,0,"182,557",92.7,499,254,2490,645
Soderml,90,12,63,23.5,20418,5654,0,0,0,0,"154,991",126.5,463,361,2144,1303
Skara,90,13,63,30.1,44025,8034,0,0,0,0,"247,074",118.2,382,170,1459,289
Alvsb,90,14,63,22.3,20128,5482,0.323,0.081,0,0,"275,780",63,352,101,1239,102
Goteborg,90,15,63,56,24444,3650,0.376,0,0,0,"297,824",146,381,44,1452,19
Ostergl,90,16,63,22.9,20515,6415,0,0,0,0,"266,619",107.2,375,302,1406,912
Kalmar,90,17,63,19.9,15208,8098,0,0,0,0,"232,847",72.5,237,323,562,1043
Jonk,90,18,63,18.1,17205,10070,0,0,0,0,"193,704",45.4,269,217,724,471
Halland,90,19,63,23.8,23456,9176,0,0.175,0,0,"136,106",81.7,208,107,433,114
Kronob,90,20,63,17.1,14153,7761,0,0,0,0,"160,835",80.3,184,224,339,502
Kristian,90,21,63,35.1,32647,11153,0,0,0,0,"221,691",99.9,103,170,106,289
Blek,90,22,63,46.7,25960,8503,0,0,0,0,"142,602",240.6,120,263,144,692
Malmo,90,23,63,73,64563,14885,0,0,0,0,"368,817",102.8,58,136,34,185
Norrb,91,1,64,1,332,307,0,0,0.292,0.208,"104,783",6.8,1439,513,20707,2632
Vasterb,91,2,64,2.1,570,733,0.017,0,0.169,0.034,"122,784",6.2,1179,415,13900,1722
Jamt,91,3,64,1.9,370,1649,0.425,0.24,0.37,0.037,"100,455",10,976,222,9526,493
Vastern,91,4,64,9,2134,2984,0.043,0,0,0,"208,763",21.7,962,387,9254,1498
Gavle,91,5,64,10.5,3346,3837,0.051,0.152,0,0,"206,924",39.5,756,336,5715,1129
Koppar,91,6,64,6.5,3399,2551,0.164,0.066,0,0,"197,449",14.6,696,221,4844,488
Varm,91,7,64,13.1,9421,4092,0.206,0.155,0,0,"253,326",32,564,140,3181,196
Upps,91,8,64,16.8,17186,6855,0,0,0,0,"121,091",99.5,588,422,3457,1781
Vastml,91,9,64,20.8,17410,3834,0,0,0,0,"137,453",131.2,557,337,3102,1136
Stock,91,10,64,58.8,19085,6341,0,0,0,0,"399,169",97.2,519,453,2694,2052
Orebro,91,11,64,19.5,14402,3513,0,0,0,0,"182,557",82.2,499,254,2490,645
Soderml,91,12,64,23.5,20735,5599,0,0,0,0,"154,991",179.2,463,361,2144,1303
Skara,91,13,64,30.1,44342,7820,0,0,0,0,"247,074",125.4,382,170,1459,289
Alvsb,91,14,64,22.3,19655,5624,0.081,0.323,0,0,"275,780",77.4,352,101,1239,102
Goteborg,91,15,64,56,23909,3832,0,0.376,0,0,"297,824",176.5,381,44,1452,19
Ostergl,91,16,64,22.9,20335,6416,0,0,0,0,"266,619",143.3,375,302,1406,912
Kalmar,91,17,64,19.9,14848,8170,0,0,0,0,"232,847",101.2,237,323,562,1043
Jonk,91,18,64,18.1,17362,10071,0,0,0,0,"193,704",106.5,269,217,724,471
Halland,91,19,64,23.8,23494,9080,0.35,0,0,0,"136,106",88.1,208,107,433,114
Kronob,91,20,64,17.1,14125,7647,0,0,0,0,"160,835",89.8,184,224,339,502
Kristian,91,21,64,35.1,32900,11023,0,0,0,0,"221,691",112.1,103,170,106,289
Blek,91,22,64,46.7,25988,8590,0,0,0,0,"142,602",131.6,120,263,144,692
Malmo,91,23,64,73,65456,14849,0,0,0,0,"368,817",111.1,58,136,34,185
Norrb,92,1,65,1,343,268,0,0,0.472,0.292,"104,783",5.6,1439,513,20707,2632
Vasterb,92,2,65,2.1,650,885,0.034,0.017,0.287,0.169,"122,784",3,1179,415,13900,1722
Jamt,92,3,65,1.9,387,1652,0.222,0.425,0.259,0.37,"100,455",12.1,976,222,9526,493
Vastern,92,4,65,9,2185,3039,0.043,0.043,0,0,"208,763",17.1,962,387,9254,1498
Gavle,92,5,65,10.5,3845,3910,0.051,0.051,0,0,"206,924",38.4,756,336,5715,1129
Koppar,92,6,65,6.5,3250,2510,0.099,0.164,0,0,"197,449",18.3,696,221,4844,488
Varm,92,7,65,13.1,9915,4125,0.103,0.206,0,0,"253,326",39.1,564,140,3181,196
Upps,92,8,65,16.8,17385,6854,0,0,0,0,"121,091",109.4,588,422,3457,1781
Vastml,92,9,65,20.8,17732,4084,0,0,0,0,"137,453",105.8,557,337,3102,1136
Stock,92,10,65,58.8,17158,6295,0,0,0,0,"399,169",113.1,519,453,2694,2052
Orebro,92,11,65,19.5,14407,3512,0,0,0,0,"182,557",65.9,499,254,2490,645
Soderml,92,12,65,23.5,21387,5505,0,0,0,0,"154,991",134,463,361,2144,1303
Skara,92,13,65,30.1,44837,7789,0,0,0,0,"247,074",130.5,382,170,1459,289
Alvsb,92,14,65,22.3,20045,5462,0.161,0.081,0,0,"275,780",62.5,352,101,1239,102
Goteborg,92,15,65,56,24579,3968,0,0,0,0,"297,824",180.8,381,44,1452,19
Ostergl,92,16,65,22.9,16362,6508,0,0,0,0,"266,619",141.1,375,302,1406,912
Kalmar,92,17,65,19.9,14831,8360,0,0,0,0,"232,847",78.4,237,323,562,1043
Jonk,92,18,65,18.1,22897,10323,0,0,0,0,"193,704",72.9,269,217,724,471
Halland,92,19,65,23.8,35671,8456,0.175,0.35,0,0,"136,106",73.1,208,107,433,114
Kronob,92,20,65,17.1,14343,7727,0,0,0,0,"160,835",72.3,184,224,339,502
Kristian,92,21,65,35.1,27607,10962,0,0,0,0,"221,691",105.1,103,170,106,289
Blek,92,22,65,46.7,25991,8599,0,0,0,0,"142,602",116.5,120,263,144,692
Malmo,92,23,65,73,58651,14324,0,0,0,0,"368,817",117.8,58,136,34,185
Norrb,93,1,66,1.1,324,224,0.009,0,0.217,0.472,"115,500",5.3,1439,513,20707,2632
Vasterb,93,2,66,2.2,655,917,0.017,0.034,0.118,0.287,"133,336",7.9,1179,415,13900,1722
Jamt,93,3,66,1.9,371,1619,0.573,0.222,0.277,0.259,"104,259",22.3,976,222,9526,493
Vastern,93,4,66,9.4,2154,3031,0.216,0.043,0,0,"217,220",22.8,962,387,9254,1498
Gavle,93,5,66,11.1,3513,4105,0.304,0.051,0,0,"218,864",38.9,756,336,5715,1129
Koppar,93,6,66,6.8,3413,2440,0,0.099,0.066,0,"206,774",16.3,696,221,4844,488
Varm,93,7,66,13,10183,3768,0.309,0.103,0,0,"252,915",76.6,564,140,3181,196
Upps,93,8,66,17.1,17259,6854,0,0,0,0,"123,015",126.8,588,422,3457,1781
Vastml,93,9,66,21.6,17754,4191,0,0,0,0,"142,735",137.7,557,337,3102,1136
Stock,93,10,66,63.2,19305,6244,0,0,0,0,"429,095",87.5,519,453,2694,2052
Orebro,93,11,66,20.2,14638,3444,0,0,0,0,"188,771",78.3,499,254,2490,645
Soderml,93,12,66,24.5,21191,5438,0,0,0,0,"161,722",142.3,463,361,2144,1303
Skara,93,13,66,29.7,45110,7363,0,0,0,0,"244,514",125.7,382,170,1459,289
Alvsb,93,14,66,22.2,20062,5406,0.081,0.161,0,0,"274,698",60.5,352,101,1239,102
Goteborg,93,15,66,58.9,23498,4080,0,0,0,0,"313,340",88.3,381,44,1452,19
Ostergl,93,16,66,23.3,20613,6380,0.086,0,0,0,"270,973",163.8,375,302,1406,912
Kalmar,93,17,66,19.6,14974,8132,0,0,0,0,"229,176",27.1,237,323,562,1043
Jonk,93,18,66,18.3,17808,10297,0,0,0,0,"195,856",70.9,269,217,724,471
Halland,93,19,66,24.4,25301,8088,0,0.175,0,0,"139,356",82.2,208,107,433,114
Kronob,93,20,66,16.8,14289,7810,0,0,0,0,"158,838",74,184,224,339,502
Kristian,93,21,66,34.8,32550,10411,0,0,0,0,"219,858",110,103,170,106,289
Blek,93,22,66,46.9,26038,8625,0,0,0,0,"143,387",108,120,263,144,692
Malmo,93,23,66,75.9,64185,13254,0,0,0,0,"383,203",138.2,58,136,34,185
Norrb,94,1,67,1.1,325,224,0,0.009,0.443,0.217,"115,500",4.8,1439,513,20707,2632
Vasterb,94,2,67,2.2,674,949,0.017,0.017,0.152,0.118,"133,336",10.4,1179,415,13900,1722
Jamt,94,3,67,1.9,363,1579,0.37,0.573,0.277,0.277,"104,259",13.2,976,222,9526,493
Vastern,94,4,67,9.4,2175,2946,0,0.216,0,0,"217,220",19.5,962,387,9254,1498
Gavle,94,5,67,11.1,3533,4081,0,0.304,0,0,"218,864",33,756,336,5715,1129
Koppar,94,6,67,6.8,3330,2273,0.066,0,0,0.066,"206,774",18.2,696,221,4844,488
Varm,94,7,67,13,10073,3871,0.103,0.309,0,0,"252,915",81.1,564,140,3181,196
Upps,94,8,67,17.1,17279,6854,0,0,0,0,"123,015",114.8,588,422,3457,1781
Vastml,94,9,67,21.6,18037,4317,0,0,0,0,"142,735",115.4,557,337,3102,1136
Stock,94,10,67,63.2,19417,6191,0,0,0,0,"429,095",81.9,519,453,2694,2052
Orebro,94,11,67,20.2,14491,3524,0,0,0,0,"188,771",98.9,499,254,2490,645
Soderml,94,12,67,24.5,21233,5233,0,0,0,0,"161,722",152,463,361,2144,1303
Skara,94,13,67,29.7,44996,7400,0,0,0,0,"244,514",131.6,382,170,1459,289
Alvsb,94,14,67,22.2,20265,5386,0.161,0.081,0,0,"274,698",66.2,352,101,1239,102
Goteborg,94,15,67,58.9,23398,4230,0,0,0,0,"313,340",126.1,381,44,1452,19
Ostergl,94,16,67,23.3,20661,6461,0,0.086,0,0,"270,973",158.6,375,302,1406,912
Kalmar,94,17,67,19.6,14677,8421,0,0,0,0,"229,176",71.7,237,323,562,1043
Jonk,94,18,67,18.3,17954,10194,0,0,0,0,"195,856",77.9,269,217,724,471
Halland,94,19,67,24.4,24303,8287,0,0,0,0,"139,356",93.2,208,107,433,114
Kronob,94,20,67,16.8,14456,7733,0,0,0,0,"158,838",78.9,184,224,339,502
Kristian,94,21,67,34.8,32177,9910,0,0,0,0,"219,858",91.5,103,170,106,289
Blek,94,22,67,46.9,26055,8600,0,0,0,0,"143,387",124,120,263,144,692
Malmo,94,23,67,75.9,63360,12787,0,0,0,0,"383,203",135.8,58,136,34,185
Norrb,95,1,68,1.1,329,225,0,0,0.462,0.443,"115,500",5.2,1439,513,20707,2632
Vasterb,95,2,68,2.2,681,1015,0.017,0.017,0.101,0.152,"133,336",11.8,1179,415,13900,1722
Jamt,95,3,68,1.9,375,1516,0.499,0.37,0.813,0.277,"104,259",13.3,976,222,9526,493
Vastern,95,4,68,9.4,2146,2924,0,0,0,0,"217,220",14.5,962,387,9254,1498
Gavle,95,5,68,11.1,3535,4072,0,0,0,0,"218,864",39.5,756,336,5715,1129
Koppar,95,6,68,6.8,3428,2126,0.066,0.066,0,0,"206,774",21.1,696,221,4844,488
Varm,95,7,68,13,9823,3852,0.206,0.103,0,0,"252,915",89.2,564,140,3181,196
Upps,95,8,68,17.1,17385,6747,0,0,0,0,"123,015",118.4,588,422,3457,1781
Vastml,95,9,68,21.6,18389,4678,0,0,0,0,"142,735",142.6,557,337,3102,1136
Stock,95,10,68,63.2,19625,6184,0,0,0,0,"429,095",143,519,453,2694,2052
Orebro,95,11,68,20.2,14607,3452,0,0,0,0,"188,771",104.4,499,254,2490,645
Soderml,95,12,68,24.5,21343,5064,0,0,0,0,"161,722",203.7,463,361,2144,1303
Skara,95,13,68,29.7,45155,7293,0,0,0,0,"244,514",162.6,382,170,1459,289
Alvsb,95,14,68,22.2,21887,5526,0,0.161,0,0,"274,698",58.4,352,101,1239,102
Goteborg,95,15,68,58.9,23388,4371,0,0,0,0,"313,340",154.3,381,44,1452,19
Ostergl,95,16,68,23.3,20655,6477,0,0,0,0,"270,973",229.8,375,302,1406,912
Kalmar,95,17,68,19.6,14905,8326,0,0,0,0,"229,176",94.7,237,323,562,1043
Jonk,95,18,68,18.3,18192,10413,0,0,0,0,"195,856",90.3,269,217,724,471
Halland,95,19,68,24.4,24473,8015,0,0,0,0,"139,356",100,208,107,433,114
Kronob,95,20,68,16.8,14667,7704,0,0,0,0,"158,838",92.6,184,224,339,502
Kristian,95,21,68,34.8,32401,9634,0,0,0,0,"219,858",120.6,103,170,106,289
Blek,95,22,68,46.9,25785,8232,0,0,0,0,"143,387",117.8,120,263,144,692
Malmo,95,23,68,75.9,63207,12583,0,0,0,0,"383,203",149.1,58,136,34,185
Norrb,96,1,69,1.1,333,241,0,0,0.434,0.462,"115,500",10.6,1439,513,20707,2632
Vasterb,96,2,69,2.2,691,1055,0.034,0.017,0.202,0.101,"133,336",13.1,1179,415,13900,1722
Jamt,96,3,69,1.9,374,1502,0.314,0.499,0.98,0.813,"104,259",17,976,222,9526,493
Vastern,96,4,69,9.4,2190,2934,0.13,0,0,0,"217,220",21.9,962,387,9254,1498
Gavle,96,5,69,11.1,3543,4100,0.202,0,0,0,"218,864",41.2,756,336,5715,1129
Koppar,96,6,69,6.8,3369,2147,0.066,0.066,0.132,0,"206,774",24.6,696,221,4844,488
Varm,96,7,69,13,9489,3629,0.103,0.206,0.052,0,"252,915",105.1,564,140,3181,196
Upps,96,8,69,17.1,17392,6720,0,0,0,0,"123,015",123.4,588,422,3457,1781
Vastml,96,9,69,21.6,18445,4743,0,0,0,0,"142,735",118.1,557,337,3102,1136
Stock,96,10,69,63.2,19743,6185,0,0,0,0,"429,095",130.2,519,453,2694,2052
Orebro,96,11,69,20.2,14545,3356,0,0,0,0,"188,771",105,499,254,2490,645
Soderml,96,12,69,24.5,21273,4919,0,0,0,0,"161,722",183.8,463,361,2144,1303
Skara,96,13,69,29.7,44753,6964,0,0,0,0,"244,514",173,382,170,1459,289
Alvsb,96,14,69,22.2,21576,5440,0,0,0,0,"274,698",92.7,352,101,1239,102
Goteborg,96,15,69,58.9,23253,4425,0,0,0,0,"313,340",179.9,381,44,1452,19
Ostergl,96,16,69,23.3,20617,6438,0,0,0,0,"270,973",222.8,375,302,1406,912
Kalmar,96,17,69,19.6,14929,8234,0,0,0,0,"229,176",77.3,237,323,562,1043
Jonk,96,18,69,18.3,17839,10273,0.093,0,0,0,"195,856",58.1,269,217,724,471
Halland,96,19,69,24.4,24012,7621,0.175,0,0,0,"139,356",90.2,208,107,433,114
Kronob,96,20,69,16.8,14683,7671,0,0,0,0,"158,838",75.9,184,224,339,502
Kristian,96,21,69,34.8,32207,9468,0,0,0,0,"219,858",125.1,103,170,106,289
Blek,96,22,69,46.9,24272,8123,0,0,0,0,"143,387",120.4,120,263,144,692
Malmo,96,23,69,75.9,62337,11799,0,0,0,0,"383,203",137.4,58,136,34,185
Norrb,97,1,70,1.1,329,235,0,0,0.396,0.434,"115,500",8.5,1439,513,20707,2632
Vasterb,97,2,70,2.2,693,1116,0.658,0.034,0.219,0.202,"133,336",7,1179,415,13900,1722
Jamt,97,3,70,1.9,380,1589,0.37,0.314,0.388,0.98,"104,259",17.1,976,222,9526,493
Vastern,97,4,70,9.4,2217,2930,0.043,0.13,0,0,"217,220",18.5,962,387,9254,1498
Gavle,97,5,70,11.1,3543,4100,0.405,0.202,0,0,"218,864",49.5,756,336,5715,1129
Koppar,97,6,70,6.8,3279,2394,0.099,0.066,0.132,0.132,"206,774",22.3,696,221,4844,488
Varm,97,7,70,13,9545,3396,0.103,0.103,0,0.052,"252,915",40.5,564,140,3181,196
Upps,97,8,70,17.1,17406,6720,0,0,0,0,"123,015",91.2,588,422,3457,1781
Vastml,97,9,70,21.6,18496,4721,0,0,0,0,"142,735",109,557,337,3102,1136
Stock,97,10,70,63.2,19893,6166,0,0,0,0,"429,095",120.6,519,453,2694,2052
Orebro,97,11,70,20.2,14460,3347,0,0,0,0,"188,771",81.4,499,254,2490,645
Soderml,97,12,70,24.5,21324,4796,0,0,0,0,"161,722",155.1,463,361,2144,1303
Skara,97,13,70,29.7,44839,6828,0,0,0,0,"244,514",129.9,382,170,1459,289
Alvsb,97,14,70,22.2,22469,5311,0,0,0,0,"274,698",75.6,352,101,1239,102
Goteborg,97,15,70,58.9,23081,4669,0,0,0,0,"313,340",134.2,381,44,1452,19
Ostergl,97,16,70,23.3,20400,6237,0,0,0,0,"270,973",185.6,375,302,1406,912
Kalmar,97,17,70,19.6,14853,8167,0,0,0,0,"229,176",77.9,237,323,562,1043
Jonk,97,18,70,18.3,17527,10420,0,0.093,0,0,"195,856",43.4,269,217,724,471
Halland,97,19,70,24.4,24237,7497,0,0.175,0,0,"139,356",87.2,208,107,433,114
Kronob,97,20,70,16.8,14617,7582,0,0,0,0,"158,838",78.5,184,224,339,502
Kristian,97,21,70,34.8,31744,9314,0,0,0,0,"219,858",97.5,103,170,106,289
Blek,97,22,70,46.9,24347,7818,0,0,0,0,"143,387",120.1,120,263,144,692
Malmo,97,23,70,75.9,62589,11443,0,0,0,0,"383,203",139.6,58,136,34,185
Norrb,98,1,71,1.3,332,231,0,0,0.377,0.396,"134,769",6.8,1439,513,20707,2632
Vasterb,98,2,71,2.4,706,1107,0.034,0.658,0.219,0.219,"143,735",12.2,1179,415,13900,1722
Jamt,98,3,71,2.1,396,1620,0.296,0.37,0.776,0.388,"111,391",18.4,976,222,9526,493
Vastern,98,4,71,10.1,2223,3388,0.13,0.043,0,0,"232,311",16.2,962,387,9254,1498
Gavle,98,5,71,12,3543,4118,0.304,0.405,0,0,"238,048",29.8,756,336,5715,1129
Koppar,98,6,71,7.2,3264,2324,0.099,0.099,0.132,0.132,"217,708",21.8,696,221,4844,488
Varm,98,7,71,13.1,9762,3332,0.103,0.103,0,0,"254,284",44.6,564,140,3181,196
Upps,98,8,71,17.2,17381,6659,0,0,0,0,"123,863",124.2,588,422,3457,1781
Vastml,98,9,71,22.4,18673,4704,0,0,0,0,"148,271",123.8,557,337,3102,1136
Stock,98,10,71,69.7,20011,6045,0.147,0,0,0,"473,476",74.8,519,453,2694,2052
Orebro,98,11,71,20.9,14532,3208,0.107,0,0,0,"194,924",91.6,499,254,2490,645
Soderml,98,12,71,25.3,21263,4690,0,0,0,0,"167,428",150.9,463,361,2144,1303
Skara,98,13,71,29.3,44999,6960,0,0,0,0,"241,069",175.2,382,170,1459,289
Alvsb,98,14,71,22.6,22829,5185,0,0,0,0,"279,514",90.9,352,101,1239,102
Goteborg,98,15,71,63.4,22734,4909,0,0,0,0,"337,175",109.4,381,44,1452,19
Ostergl,98,16,71,24,20576,6244,0,0,0,0,"279,449",151.9,375,302,1406,912
Kalmar,98,17,71,19.5,14992,8208,0,0,0,0,"227,625",86.3,237,323,562,1043
Jonk,98,18,71,19,16741,10322,0,0,0,0,"203,036",37.2,269,217,724,471
Halland,98,19,71,24.8,24299,7426,0,0,0,0,"141,688",95.1,208,107,433,114
Kronob,98,20,71,16.9,14651,7472,0,0,0,0,"159,124",96.5,184,224,339,502
Kristian,98,21,71,34.7,31683,8833,0,0,0,0,"219,166",100.5,103,170,106,289
Blek,98,22,71,47.9,24451,7832,0,0,0,0,"146,302",132.2,120,263,144,692
Malmo,98,23,71,81,63078,10727,0,0,0,0,"409,304",144.9,58,136,34,185
